,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
12164,12165,130000,2,3,1,41,0,0,0,0,0,0,0,777189,30639
12165,12166,110000,2,3,2,32,0,0,0,0,0,0,0,266310,13300
12166,12167,80000,2,1,2,28,0,0,0,0,0,0,0,322507,31321
12167,12168,500000,2,2,2,32,0,0,0,0,2,0,0,229667,17600
12168,12169,180000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,16627,16627
12169,12170,120000,2,3,1,58,1,-1,-1,-2,-2,-1,1,2900,5407
12170,12171,20000,2,2,1,23,0,0,-1,-1,-1,0,0,49665,20285
12171,12172,370000,1,2,2,30,-1,-1,-1,-1,-1,-1,1,60484,46949
12172,12173,50000,1,2,2,22,0,0,0,0,0,0,0,187023,6105
12173,12174,150000,1,1,1,51,0,0,0,0,0,0,0,426864,14559
12174,12175,80000,1,1,2,29,-1,-1,-1,-2,-2,-2,1,21742,21075
12175,12176,460000,2,1,2,28,0,0,0,-1,0,0,0,67224,35201
12176,12177,50000,1,3,1,53,2,2,2,2,2,2,1,284880,9363
12177,12178,80000,2,2,2,25,0,0,0,0,0,0,0,199283,25515
12178,12179,260000,2,1,1,35,0,0,0,0,0,0,0,460723,12630
12179,12180,320000,1,1,2,32,-1,-1,-1,0,0,-1,0,44064,46636
12180,12181,50000,2,2,2,46,0,0,0,0,0,0,0,282076,13200
12181,12182,360000,2,1,1,55,-1,-1,-1,-1,-1,-1,0,79093,86827
12182,12183,50000,2,2,2,50,0,0,0,0,0,0,0,102314,41024
12183,12184,150000,1,2,1,30,-2,-2,-2,-2,-2,-1,0,28851,25045
12184,12185,70000,2,2,1,32,0,0,0,0,0,0,0,384741,14403
12185,12186,150000,2,1,2,27,-1,-1,-1,-1,-1,-1,0,46546,45298
12186,12187,50000,1,2,2,42,0,0,0,0,0,0,0,219227,12253
12187,12188,90000,2,2,2,23,-1,-1,-1,-1,0,0,0,22804,16474
12188,12189,100000,1,2,1,30,0,0,0,0,0,0,1,375418,22905
12189,12190,440000,2,1,2,34,-1,-1,0,0,-2,-1,0,32364,22787
12190,12191,250000,1,1,2,35,-1,-1,-1,-1,-1,-1,0,185102,182381
12191,12192,10000,2,3,1,55,2,2,4,4,4,4,1,2520,780
12192,12193,80000,2,2,1,37,1,2,0,0,0,2,0,339266,14606
12193,12194,220000,2,1,1,54,1,-2,-1,-1,-1,-1,0,1737,1737
12194,12195,40000,1,1,2,25,-1,-1,-1,0,-1,0,1,25882,40332
12195,12196,150000,1,2,2,28,2,0,0,0,0,0,0,689871,28800
12196,12197,20000,1,2,2,35,4,3,2,2,2,2,1,106690,3208
12197,12198,240000,2,2,1,41,1,2,0,0,0,0,1,706511,38582
12198,12199,200000,1,1,2,29,0,0,0,0,0,0,0,926524,35017
12199,12200,50000,2,1,2,23,0,0,0,0,0,0,0,91261,18654
12200,12201,180000,2,2,1,41,0,0,-2,-2,-2,-2,0,184650,9000
12201,12202,50000,1,2,1,25,0,0,2,2,2,2,1,148439,9900
12202,12203,20000,1,1,2,31,-1,-1,-1,-1,-1,-1,0,3211,1950
12203,12204,210000,2,1,1,39,0,0,0,0,0,0,0,227921,80676
12204,12205,500000,1,1,1,43,-1,-1,-1,-1,0,-1,0,31411,30300
12205,12206,240000,2,1,2,30,1,1,-2,-2,-2,-2,1,-312,0
12206,12207,30000,1,2,1,36,1,3,2,5,4,3,0,128123,10000
12207,12208,190000,1,1,1,42,-1,-1,-1,-1,-1,-1,0,31385,21697
12208,12209,10000,1,2,2,45,-1,-1,0,0,0,0,0,38727,22200
12209,12210,360000,1,2,2,34,-1,-1,-1,-1,-1,0,0,80045,68378
12210,12211,80000,2,2,1,39,0,0,0,0,0,0,0,202469,6954
12211,12212,60000,1,2,1,40,0,0,0,0,0,0,1,132699,11000
12212,12213,100000,2,3,1,45,-1,-1,-1,-1,-1,-1,0,7444,7107
12213,12214,100000,2,1,2,28,-1,-1,-1,-1,-1,-1,0,10761,12896
12214,12215,10000,1,3,1,46,0,0,0,0,0,-2,0,33860,2350
12215,12216,180000,1,2,2,24,0,0,0,0,0,0,0,919007,37900
12216,12217,280000,2,2,1,39,2,3,2,2,2,2,1,1168292,45300
12217,12218,50000,2,2,2,37,0,0,2,0,0,0,0,197086,7015
12218,12219,380000,1,1,1,55,0,0,0,0,0,0,0,672398,65649
12219,12220,50000,2,2,1,42,0,0,0,0,0,0,0,128762,8028
12220,12221,150000,1,1,2,35,0,0,0,0,0,0,0,666402,54000
12221,12222,210000,2,1,2,35,0,0,0,-1,0,-1,0,113528,8762
12222,12223,30000,1,1,2,36,3,2,0,0,-1,-1,1,121731,57028
12223,12224,70000,2,3,2,43,0,0,0,0,0,0,1,316994,11507
12224,12225,80000,1,2,2,28,3,2,0,0,0,0,1,465712,11032
12225,12226,50000,2,2,1,44,0,0,0,0,0,0,0,127893,6752
12226,12227,480000,2,2,1,35,0,0,0,0,0,0,0,1429169,108200
12227,12228,500000,2,2,1,38,-1,-1,0,0,0,0,0,196676,113019
12228,12229,170000,2,1,2,26,0,0,0,0,0,0,0,80248,3467
12229,12230,330000,2,1,2,29,-1,0,0,0,0,-1,0,91148,42580
12230,12231,30000,1,2,1,37,0,0,0,2,2,2,0,142043,12760
12231,12232,120000,2,2,1,36,-1,-1,-1,0,-1,-1,0,2106,2106
12232,12233,80000,2,1,2,25,0,0,0,0,0,0,0,314231,11306
12233,12234,160000,1,2,1,31,0,0,0,0,2,0,0,135811,9000
12234,12235,110000,1,2,1,30,0,0,2,0,0,0,1,420554,15909
12235,12236,20000,2,2,1,36,2,0,0,0,2,0,1,107950,5768
12236,12237,140000,1,1,1,49,2,0,0,0,0,0,1,415762,13781
12237,12238,50000,1,1,2,30,4,3,2,2,2,2,0,225621,6901
12238,12239,20000,2,2,2,22,-1,0,0,-1,-1,-2,1,26104,12550
12239,12240,200000,2,2,2,29,0,0,0,0,0,0,1,1082371,48958
12240,12241,320000,2,2,1,50,0,0,0,2,0,0,0,1565261,56360
12241,12242,400000,2,3,1,42,-1,-1,-1,-1,-1,-1,0,84530,76788
12242,12243,250000,2,2,2,35,0,0,0,0,0,0,0,1320982,47492
12243,12244,550000,2,1,2,34,-1,0,0,0,0,0,1,254040,26031
12244,12245,300000,1,1,1,38,-1,0,0,0,0,0,0,635876,58208
12245,12246,50000,2,2,1,34,0,0,0,0,0,0,0,292825,12845
12246,12247,160000,2,1,1,34,-1,-1,-1,-1,-1,-1,0,21638,20740
12247,12248,80000,1,1,2,25,0,0,0,-1,0,0,0,87076,29352
12248,12249,280000,1,3,2,38,-2,-1,0,0,0,0,0,1063410,141768
12249,12250,500000,2,3,2,35,-1,-1,-1,-1,-1,-1,1,8577,7725
12250,12251,340000,2,2,1,39,-2,-2,-2,-2,-2,-2,0,172302,81511
12251,12252,160000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,0,0
12252,12253,120000,2,1,2,26,-1,-1,2,-1,-1,-1,0,3042,2490
12253,12254,150000,1,1,2,28,0,0,0,0,0,0,0,285123,55033
12254,12255,110000,1,1,2,34,-1,-1,2,-1,-1,0,0,44133,13671
12255,12256,120000,2,2,2,28,-1,2,-1,-1,-1,-1,1,9836,6412
12256,12257,110000,2,1,2,36,0,0,0,0,0,0,0,671236,23518
12257,12258,320000,2,2,1,36,-2,-2,-2,-2,-2,-2,0,-120,0
12258,12259,50000,1,3,1,42,0,0,0,0,0,0,0,125699,5960
12259,12260,50000,2,2,1,38,0,-1,-1,-1,-1,-1,0,7735,6679
12260,12261,90000,2,2,2,23,2,4,4,3,4,3,0,231766,6400
12261,12262,270000,2,1,1,40,-1,-1,-1,-1,-1,-1,0,189865,171456
12262,12263,50000,2,2,1,25,1,2,0,0,0,0,0,83500,1820
12263,12264,50000,1,2,1,47,2,0,0,0,0,0,0,160813,9700
12264,12265,360000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0
12265,12266,120000,2,2,1,26,0,0,0,0,0,0,0,31817,8097
12266,12267,290000,2,3,2,37,-1,-1,-1,-1,-1,-1,0,2376,2376
12267,12268,200000,1,3,1,36,-1,-1,-1,-1,-1,-1,0,47270,44219
12268,12269,110000,2,2,2,25,2,0,0,0,0,0,1,565472,31380
12269,12270,50000,1,2,2,39,0,0,0,0,0,0,0,110996,7410
12270,12271,150000,1,1,1,42,-1,-1,-1,-1,-1,-1,0,7243,4527
12271,12272,280000,2,1,2,32,-1,-1,-1,0,-1,-1,0,55294,79139
12272,12273,310000,2,1,2,29,0,0,0,0,0,0,0,232621,10724
12273,12274,450000,1,2,2,32,-2,-2,-2,-2,-2,-2,0,-30658,1979
12274,12275,40000,2,2,2,23,2,2,2,0,0,0,1,204659,8220
12275,12276,50000,2,2,2,38,0,0,0,0,0,-1,0,221595,34522
12276,12277,290000,1,2,2,35,-1,-1,-1,-2,-2,-1,0,153504,289861
12277,12278,60000,1,3,1,39,0,0,0,0,0,0,0,133934,22148
12278,12279,20000,1,3,1,47,0,0,2,2,2,2,1,56491,4152
12279,12280,80000,2,2,1,27,-1,-1,-1,-1,-1,-1,0,11076,14856
12280,12281,100000,1,2,1,36,1,2,2,2,4,3,0,67457,4200
12281,12282,50000,1,1,1,37,2,0,0,0,2,0,1,203791,8417
12282,12283,250000,2,2,1,36,1,-1,-1,0,0,-1,0,17273,14941
12283,12284,210000,2,1,2,34,-1,-1,-1,-1,-1,-1,1,79307,78844
12284,12285,280000,2,1,2,35,-2,-2,-2,-2,0,-1,0,23652,18951
12285,12286,110000,2,2,2,35,0,0,0,0,0,0,0,701638,24601
12286,12287,60000,1,2,2,36,2,2,2,2,2,0,0,415111,12300
12287,12288,200000,1,1,1,40,-1,-1,-1,-2,-1,-1,0,1984,1444
12288,12289,30000,1,2,2,35,0,0,2,2,-2,-2,0,70887,3026
12289,12290,80000,1,1,2,26,0,0,0,0,0,0,0,469581,17137
12290,12291,50000,1,2,2,39,0,0,0,0,0,0,0,105433,11005
12291,12292,160000,2,1,1,39,1,-1,-1,-1,0,0,0,36682,20866
12292,12293,130000,2,2,2,26,0,0,0,0,0,-2,1,365922,28898
12293,12294,230000,2,2,2,35,-1,-1,0,0,0,0,0,259625,107850
12294,12295,260000,2,2,1,35,-1,-1,-1,-1,0,-1,0,8856,8924
12295,12296,200000,1,2,1,54,0,0,0,0,0,0,0,975215,39000
12296,12297,420000,1,1,1,32,0,0,0,0,0,0,1,168585,6487
12297,12298,100000,2,1,2,22,2,0,0,0,2,0,1,201731,6417
12298,12299,100000,2,1,2,25,1,-1,-1,-1,-1,-1,0,1125,1125
12299,12300,390000,1,1,2,34,-2,-2,-2,-2,-1,0,0,16236,14174
12300,12301,80000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,3318,3318
12301,12302,50000,1,3,1,45,1,2,2,2,0,0,0,274938,11400
12302,12303,90000,2,3,2,38,1,2,2,2,-2,-2,1,16416,2034
12303,12304,240000,2,2,1,56,0,0,0,0,0,2,0,1045042,115482
12304,12305,50000,2,3,1,47,-1,-1,-1,-1,-1,-1,0,63397,57646
12305,12306,30000,2,2,2,21,-1,-1,0,0,-1,-1,0,30201,24236
12306,12307,200000,2,2,1,39,0,0,0,0,0,-2,0,121080,12092
12307,12308,320000,2,3,2,40,1,2,2,2,2,0,1,1832672,61300
12308,12309,90000,1,2,2,35,0,0,0,0,0,0,0,126488,5722
12309,12310,20000,2,3,1,23,0,0,0,0,0,0,1,113712,5650
12310,12311,80000,2,1,2,23,0,0,0,0,0,0,0,185404,20500
12311,12312,380000,2,2,1,36,0,0,0,0,0,0,0,438659,69000
12312,12313,300000,2,1,2,37,-2,-1,0,0,0,0,0,47090,24179
12313,12314,110000,1,2,2,51,0,0,0,0,0,0,0,323063,12100
12314,12315,100000,2,2,1,29,0,0,0,0,0,0,0,269764,10265
12315,12316,250000,2,1,1,39,-1,-1,2,-1,-1,-1,0,11764,7323
12316,12317,250000,1,1,2,33,-1,-1,-1,-1,-2,-1,0,2269,49054
12317,12318,220000,1,1,2,30,0,0,0,0,0,0,0,550353,27200
12318,12319,20000,2,1,2,27,3,2,2,0,0,2,1,105886,4661
12319,12320,240000,2,5,1,34,-1,-1,-1,-1,-1,-1,0,25390,30244
12320,12321,210000,1,1,1,40,0,0,2,0,0,2,0,825544,30588
12321,12322,200000,2,2,2,26,0,0,0,2,2,0,0,664548,27298
12322,12323,120000,2,2,2,25,1,-2,-1,-1,-1,-2,1,13715,13715
12323,12324,140000,1,3,2,26,0,0,0,0,0,0,0,92497,4102
12324,12325,30000,1,1,2,24,0,0,0,0,0,0,0,178675,8195
12325,12326,50000,2,3,1,52,0,0,0,0,0,0,0,107974,5594
12326,12327,240000,2,1,2,28,0,0,0,0,0,0,0,758251,31236
12327,12328,200000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0
12328,12329,490000,1,1,1,57,0,0,0,0,0,0,0,2028781,135124
12329,12330,60000,2,1,2,36,-1,2,-1,0,0,-1,1,18427,15202
12330,12331,300000,1,2,1,37,1,-1,2,0,0,0,0,536606,558251
12331,12332,310000,2,1,2,36,1,-1,-1,-1,-1,-2,0,3311,3516
12332,12333,360000,1,2,1,43,-2,-2,-2,-2,-2,-2,0,1312,1767
12333,12334,60000,2,2,2,23,0,0,0,0,0,0,1,286422,7921
12334,12335,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,0,1950,2340
12335,12336,210000,1,2,2,26,0,0,0,0,0,0,0,900272,30122
12336,12337,50000,1,2,1,38,0,0,0,0,0,0,0,125782,6900
12338,12339,10000,2,1,2,24,0,0,0,0,0,0,0,50751,4496
12339,12340,250000,2,1,2,36,-1,-1,-1,-1,-1,0,0,87130,80848
12340,12341,210000,2,1,2,26,0,0,-1,-1,0,-1,0,22708,15418
12341,12342,160000,1,5,2,46,0,0,0,0,-2,-2,0,492120,81493
12342,12343,80000,2,2,2,24,0,0,0,-2,-2,-2,0,7278,1000
12343,12344,230000,1,1,2,28,0,0,0,0,0,0,0,188410,21997
12344,12345,30000,2,2,1,53,1,3,2,3,2,0,1,110727,3192
12345,12346,50000,2,2,1,29,2,3,2,0,0,0,1,202135,3999
12346,12347,190000,2,1,2,28,2,2,2,2,2,2,1,998965,33350
12347,12348,130000,2,2,1,46,0,0,0,-2,-2,-2,0,250457,2498
12348,12349,140000,2,3,1,46,0,0,0,0,0,0,0,778537,28000
12349,12350,110000,1,2,2,29,0,0,0,0,0,0,0,397632,20101
12350,12351,20000,1,2,2,21,0,0,0,-2,-2,-2,0,38813,1500
12351,12352,250000,2,1,1,32,0,0,0,0,0,0,0,1458413,60500
12352,12353,360000,2,2,1,35,0,-1,-1,-1,-1,-1,1,194611,110970
12353,12354,30000,2,1,2,21,2,2,0,0,0,-2,0,119013,1590
12354,12355,50000,1,3,2,54,0,0,0,0,0,0,0,157116,6267
12355,12356,100000,2,2,1,29,0,0,0,0,0,0,0,293940,10612
12356,12357,150000,2,5,2,33,0,0,0,0,0,0,0,816912,25553
12357,12358,150000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,28547,16031
12358,12359,200000,2,1,1,41,-1,-1,-1,-1,-1,-1,0,39583,38238
12359,12360,20000,1,1,2,40,0,0,0,0,0,0,0,92935,7305
12360,12361,310000,2,2,1,37,-2,-2,-1,0,0,0,0,27549,11365
12361,12362,100000,2,1,2,26,1,2,2,2,2,2,0,580750,19400
12362,12363,50000,2,2,2,32,0,0,2,2,2,2,1,267269,11400
12363,12364,130000,2,2,2,24,0,0,-1,-1,-1,0,0,160283,81646
12365,12366,280000,1,1,2,28,-1,-1,-1,-1,0,0,0,60344,37011
12366,12367,200000,1,1,1,37,-1,0,0,0,0,0,0,779586,30800
12367,12368,90000,1,1,1,34,2,0,0,0,0,0,1,346455,14037
12368,12369,150000,2,2,1,41,-2,-2,-2,-1,-1,-1,0,36461,36642
12369,12370,20000,2,2,2,42,2,2,2,2,2,2,1,113796,5327
12370,12371,360000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,36916,25723
12371,12372,40000,2,2,1,28,1,2,2,2,2,0,1,137584,6000
12372,12373,240000,2,2,1,55,0,0,0,2,0,0,0,469544,18300
12373,12374,500000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,87770,183981
12374,12375,20000,2,2,2,39,4,3,2,0,0,0,1,68079,3134
12375,12376,140000,1,2,2,44,0,0,0,0,0,0,1,538564,20755
12376,12377,100000,1,2,2,27,0,0,0,0,0,-1,0,489901,20981
12377,12378,120000,2,1,2,32,0,0,0,0,0,0,0,113503,14403
12378,12379,100000,2,2,1,44,1,2,0,0,0,0,0,370989,11000
12379,12380,140000,2,2,2,33,-1,-1,-1,-1,-1,-1,0,28856,28640
12380,12381,210000,2,1,2,27,0,0,0,0,0,-1,0,157883,73349
12381,12382,500000,2,1,2,35,1,-1,-1,-1,-1,-1,1,80333,147639
12382,12383,110000,2,1,2,27,-1,-1,-2,-2,-2,-2,0,2280,4650
12383,12384,340000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,23839,21877
12384,12385,330000,2,1,2,27,0,0,0,0,2,2,1,1946154,69172
12385,12386,50000,2,2,2,34,0,0,0,0,0,0,0,129577,8583
12386,12387,10000,2,1,1,39,1,-2,-1,2,0,0,1,39760,11111
12387,12388,70000,1,3,1,42,0,0,2,2,2,2,0,177168,10320
12388,12389,450000,2,2,1,37,-1,-1,-1,-1,-1,-1,1,-44264,77011
12389,12390,30000,2,2,1,33,0,0,0,0,0,0,0,83978,5337
12390,12391,150000,2,2,2,32,5,4,3,2,2,2,0,440655,5874
12391,12392,230000,2,2,1,37,2,2,2,0,0,0,1,434108,16939
12392,12393,30000,2,3,1,47,2,2,2,2,2,2,1,168123,6600
12393,12394,30000,1,1,2,30,0,0,0,0,0,0,0,174235,17308
12394,12395,20000,1,3,2,45,1,2,2,2,2,2,1,101808,5600
12396,12397,50000,2,2,1,45,-1,-1,0,0,0,0,0,83354,26700
12397,12398,360000,2,1,1,46,1,-1,-1,-1,-1,-1,0,57162,75269
12398,12399,400000,2,1,2,29,1,2,0,0,0,0,0,441953,17550
12399,12400,130000,2,3,1,36,-1,-1,-1,-1,-1,-1,0,11797,12258
12400,12401,130000,1,1,2,27,-1,-1,2,0,0,-2,0,3891,13747
12401,12402,340000,2,1,1,40,-1,-1,-1,-1,-1,-1,0,160643,162894
12402,12403,270000,2,2,1,40,0,0,0,0,0,0,1,114587,5314
12403,12404,60000,2,2,2,38,0,0,0,0,0,-1,1,76677,47980
12404,12405,130000,2,2,2,31,0,0,0,0,0,0,0,391615,82013
12405,12406,10000,1,3,2,22,0,0,0,0,0,0,0,55263,2626
12406,12407,160000,2,1,2,33,2,2,2,2,2,2,1,823469,34500
12407,12408,270000,2,1,1,33,0,0,0,-2,-1,0,0,59625,13191
12408,12409,80000,1,2,1,30,2,0,0,0,2,2,1,326746,34510
12409,12410,340000,2,1,1,39,-1,-1,-1,-1,-1,-1,0,89887,98954
12410,12411,360000,1,1,1,52,-1,-1,-1,-1,0,-1,0,135102,117634
12411,12412,240000,1,1,2,43,-2,-2,-2,-2,-2,-2,0,5740,0
12412,12413,50000,2,2,2,26,-1,-1,-1,-1,-2,-2,0,5950,2525
12413,12414,50000,1,3,1,23,0,0,0,-2,-2,-2,0,27463,2066
12414,12415,180000,2,2,1,28,-1,-1,-1,-1,-1,-1,0,7405,6524
12415,12416,370000,2,1,1,31,-2,-1,0,0,0,0,0,1191389,278427
12416,12417,60000,1,2,2,27,1,2,2,2,2,2,1,66824,4000
12417,12418,50000,1,2,2,25,-1,-1,-1,-1,-1,-1,0,10935,11274
12418,12419,50000,1,3,1,52,-2,-1,2,-1,0,0,0,186435,101593
12419,12420,130000,2,1,2,29,0,0,0,0,0,0,0,304656,27000
12420,12421,500000,2,1,1,49,-1,-1,-1,-1,-1,-1,0,177312,220986
12421,12422,300000,1,1,2,27,1,-1,-1,-2,-1,-1,0,17834,21164
12422,12423,120000,2,2,2,25,0,0,0,0,0,-2,0,282121,7063
12423,12424,110000,2,2,1,25,1,2,2,2,2,0,0,543102,16730
12424,12425,220000,1,3,2,30,0,0,-1,-1,-1,-1,0,74682,25912
12425,12426,140000,2,2,2,26,0,0,-1,-1,-1,0,0,27966,18774
12426,12427,30000,2,2,2,24,-1,0,0,0,0,0,0,134013,8800
12427,12428,200000,2,2,2,35,-1,-1,-1,-1,-1,-1,0,20222,8875
12428,12429,350000,2,1,1,33,-1,-1,-1,-1,-1,-1,0,19326,20211
12429,12430,150000,1,2,2,42,-2,-2,-2,-2,-2,-2,0,7432,1043
12430,12431,20000,1,2,2,24,2,2,4,4,4,4,1,9900,0
12431,12432,200000,2,1,1,56,0,0,0,0,0,0,0,111281,10000
12432,12433,20000,1,2,2,24,2,2,4,4,4,4,0,9900,0
12433,12434,320000,1,1,1,35,-1,-1,-1,-2,-2,-2,0,3195,873
12434,12435,100000,2,1,2,29,-1,-1,-1,0,0,0,0,264295,93395
12435,12436,280000,2,1,2,28,0,-1,-1,-1,-1,-1,1,23446,25165
12436,12437,50000,1,1,1,47,0,0,0,0,0,0,0,112728,16000
12437,12438,20000,1,1,2,23,0,0,0,0,0,0,0,118550,6233
12438,12439,160000,2,1,2,33,-1,-1,-1,-1,-1,-1,0,12760,8329
12439,12440,60000,1,3,2,23,0,0,0,0,0,0,0,96592,7400
12440,12441,150000,1,3,1,49,0,0,0,0,0,0,0,124646,16712
12441,12442,460000,1,1,2,34,0,0,0,0,0,0,0,2129266,107329
12442,12443,500000,1,3,2,51,-1,-1,-1,-1,-1,-1,0,5394,3358
12443,12444,320000,1,2,1,34,0,0,0,0,0,0,0,105148,35998
12444,12445,200000,2,1,2,29,1,-2,-2,-2,-2,-2,1,0,0
12445,12446,430000,2,2,1,28,0,0,0,0,0,0,0,118749,19315
12446,12447,150000,1,2,1,58,-2,-2,-2,-2,-2,-2,0,14638,11638
12447,12448,100000,2,2,2,28,2,0,0,0,0,0,0,548596,24254
12448,12449,30000,1,1,2,30,0,0,2,0,0,0,0,93593,6100
12449,12450,260000,2,3,1,31,0,0,-2,-2,-2,-2,0,20000,7287
12450,12451,40000,2,1,2,24,0,0,0,2,2,0,1,167267,9000
12451,12452,290000,1,2,2,34,1,-2,-1,0,0,0,1,23264,10524
12452,12453,140000,1,1,2,27,-1,-1,-1,-1,-1,-1,0,3857,4260
12453,12454,60000,2,2,2,22,1,2,2,0,0,0,1,238062,6207
12454,12455,210000,1,1,2,41,0,-1,-1,-2,-2,-2,0,68876,6615
12455,12456,170000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0
12456,12457,370000,2,3,1,37,-2,-2,-2,-2,-2,-2,1,0,0
12457,12458,30000,1,1,2,23,0,0,0,0,0,0,0,179097,13714
12458,12459,360000,2,1,1,32,-1,-1,-2,-2,-2,-2,0,2500,0
12459,12460,290000,1,2,2,43,0,0,0,0,-1,-1,0,299131,12440
12460,12461,50000,2,3,1,36,0,0,0,0,0,0,0,59035,6033
12461,12462,210000,2,3,1,27,1,-2,-1,-1,-2,-2,0,1008,2122
12462,12463,170000,1,3,1,31,2,0,0,0,0,0,0,991640,35500
12463,12464,360000,1,1,1,40,0,0,2,-1,-1,-1,0,196261,41835
12464,12465,90000,2,1,2,25,-1,-1,-1,-1,0,0,0,49561,35314
12465,12466,210000,1,3,1,44,1,2,2,-2,-2,-2,1,37578,0
12466,12467,160000,2,2,1,50,-2,-2,-2,-2,-2,-2,0,15126,15194
12467,12468,30000,2,2,2,22,0,0,2,0,0,0,0,101734,28907
12468,12469,80000,1,2,2,23,2,2,0,0,0,0,0,333520,11131
12469,12470,250000,2,2,1,36,0,0,0,0,0,0,0,804591,28047
12470,12471,60000,2,1,2,27,1,2,2,0,0,0,0,55119,7000
12471,12472,130000,1,1,2,30,0,0,2,0,0,2,0,786325,31807
12472,12473,180000,1,1,2,30,0,0,0,0,0,0,0,646442,39000
12473,12474,200000,1,1,2,27,-2,-2,-2,-2,-2,-2,0,54143,57366
12474,12475,210000,1,1,1,28,0,0,0,0,0,0,0,881952,170428
12475,12476,240000,2,1,2,30,0,0,0,0,0,0,0,38864,19737
12476,12477,460000,2,2,2,46,0,0,0,0,0,0,0,1933708,88535
12477,12478,400000,2,1,1,38,-1,-1,-1,-1,-1,-1,0,59648,44180
12478,12479,20000,1,3,2,25,0,0,0,0,0,0,0,92695,5834
12479,12480,60000,2,2,1,37,0,0,0,0,0,0,0,302453,10613
12480,12481,110000,2,2,2,34,0,0,0,0,0,0,0,545231,86267
12481,12482,80000,2,3,2,26,2,2,2,2,2,0,1,278169,14121
12482,12483,50000,1,1,2,30,-1,-1,-1,-1,-1,-1,0,25219,26329
12483,12484,360000,2,1,2,28,0,-1,-1,-1,-1,-1,0,16863,21635
12484,12485,70000,1,2,1,24,0,0,0,0,0,0,0,291378,11091
12485,12486,20000,2,2,2,22,0,0,0,0,0,2,0,107473,6343
12486,12487,200000,2,3,1,50,0,0,0,0,0,0,0,807913,32100
12487,12488,90000,2,3,1,46,-2,-2,-2,-2,-2,-2,0,8257,8020
12488,12489,30000,1,1,1,36,-1,2,2,-1,2,2,0,6004,2865
12489,12490,260000,2,1,1,44,-1,-1,-1,-1,-1,-2,1,17726,56695
12490,12491,50000,2,2,1,34,0,0,0,0,0,0,1,58066,5131
12491,12492,30000,2,2,1,25,-1,2,2,0,0,0,0,181872,14387
12492,12493,20000,2,3,1,33,0,0,0,0,0,0,0,21004,3447
12493,12494,30000,1,2,1,33,2,2,0,0,0,0,1,180052,9459
12495,12496,50000,1,1,2,26,2,2,-1,0,0,0,1,10713,5600
12496,12497,60000,2,1,2,31,0,-1,2,2,2,2,0,11943,7700
12497,12498,200000,1,1,2,34,0,0,0,2,2,2,1,896826,46000
12498,12499,50000,1,3,1,48,0,0,0,0,-1,-1,0,72252,6522
12499,12500,190000,2,1,2,29,0,0,0,0,0,0,0,1010987,49994
12500,12501,70000,2,2,1,38,1,2,2,2,2,2,0,191882,8600
12501,12502,300000,1,1,2,31,1,-1,-1,-1,-1,-1,0,73846,74345
12502,12503,400000,1,1,2,27,0,0,2,2,2,2,0,351527,6246
12503,12504,200000,2,1,1,46,1,-2,-2,-2,-1,-1,1,31806,22439
12504,12505,560000,1,2,1,43,-1,0,0,0,0,0,0,883828,28450
12505,12506,150000,2,2,1,37,0,0,0,0,0,0,0,275212,13695
12506,12507,300000,2,1,1,36,-1,-1,-1,-2,-2,-1,0,5106,3034
12507,12508,80000,2,2,1,24,0,0,0,2,2,2,0,322369,14800
12508,12509,150000,2,1,1,52,-1,3,2,0,0,-1,1,18652,10776
12509,12510,20000,2,2,1,29,0,0,0,0,0,-2,0,38394,2700
12510,12511,50000,2,2,1,27,0,0,0,0,0,0,0,185823,9364
12511,12512,150000,2,2,2,23,0,0,0,2,0,0,0,145060,15683
12512,12513,140000,2,1,1,34,1,-2,-2,-2,-2,-1,0,20837,20837
12513,12514,500000,2,1,1,52,-1,-1,-1,-2,-2,-2,0,3048,1725
12514,12515,90000,2,2,2,29,0,0,0,0,0,0,0,395183,20094
12515,12516,30000,1,2,2,28,-1,0,0,0,-1,-1,1,107319,10780
12516,12517,50000,2,3,2,50,0,0,2,0,0,0,1,203399,8530
12517,12518,280000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,0,0
12518,12519,390000,1,1,2,26,2,0,0,0,0,0,1,545943,19074
12519,12520,100000,2,2,2,27,2,3,3,2,2,3,1,591441,14650
12520,12521,200000,1,1,2,33,0,0,0,0,2,0,1,1168334,38640
12521,12522,230000,2,2,2,41,0,0,0,0,0,0,0,234760,26000
12522,12523,20000,2,2,1,48,0,0,2,2,2,2,0,103161,6895
